id,title,authors,rating,readOnDate,queuedOnDate,wishedOnDate,isbn10,isbn13,cover,subtitle,description,pageCount,publishedDate,publisher,sourceUrl,createdAt
"qju4otvf1sd3vyyld5vowrxp","A Short History of Europe","Simon Jenkins",3.5,"2022-01-31","","","0241352525","9780241352526","https://m.media-amazon.com/images/I/811L0vnL3yL.jpg","From Pericles to Putin","The first short narrative history of the continent, from the author of the bestselling A Short History of England Europe is an astonishingly successful place. In this dazzling new history, bestselling author Simon Jenkins grippingly tells the story of its evolution from warring peoples to peace, wealth and freedom - a story that twists and turns from Greece and Rome, through the Dark Ages, the Reformation and the French Revolution, to the Second World War and up to the present day. Jenkins takes in leaders from Julius Caesar and Joan of Arc, to Wellington and Angela Merkel, as well as cultural figures from Aristotle to Shakespeare and Picasso. He brings together the transformative forces and dominant eras into one chronological tale - all with his usual insight, colour and authority. Despite the importance of Europe's politics, economy and culture, there has not been - until now - a concise book to tell this story. Covering the key events, themes and individuals, Jenkins' portrait of the continent could not be more timely - or masterful. 'Full of stand-out facts ... absolutely fascinating' - Richard Bacon, BBC Radio 2, on 'A Short History of England' 'Masterly, perhaps a masterpiece' - Independent, Books of the Year on England's Thousand Best Churches 'Jenkins is, like all good guides, more than simply informative: he can be courteous and rude, nostalgic and funny, elegant, convincing and relaxed' - Adam Nicolson on 'England's Thousand Best Houses', Evening Standard 'Full of the good judgements one might hope for from such a sensible and readable commentator, and they alone are worth perusing for pleasure and food for thought' - Michael Wood on 'A Short History of England', New Statesman 'Any passably cultured inhabitant of the British Isles should ask for, say, three or four copies of this book' - Max Hastings on 'England's Thousand Best Houses', Sunday Telegraph",400,"2019-06-27","Penguin","https://www.amazon.co.uk/Short-History-Europe-Pericles-Putin/dp/0241352525/ref=sr_1_1?crid=1D8RM0TQM71ZY&keywords=a+short+history+of+europe+simon+jenkins&qid=1691878624&s=books&sprefix=A+Short+History+of+Europe%2Cstripbooks%2C66&sr=1-1","2023-08-13 19:42:07"
"e1szv5aokdxqi8fm57bkmlq3","Roadside Picnic","Arkady Strugatsky, Boris Strugatsky",2,"2022-01-16","","","0575093137","9780575093133","https://m.media-amazon.com/images/I/91hwMz5alkL.jpg",,"Red Schuhart is a stalker, one of those misfits who are compelled, in spite of extreme danger, to venture illegally into the Zone to collect the mysterious artefacts that the alien visitors left scattered around. His life is dominated by the place and the thriving black market in the alien products. Even the nature of his mutant daughter has been determined by the Zone. And it is for her that he makes his last tragic foray into the hazardous and hostile territory.",224,"2012-10-11","Gollancz","https://www.amazon.co.uk/Roadside-Picnic-Boris-Strugatsky/dp/0575093137/ref=sr_1_1?crid=3MD8BCQXKEW67&keywords=Roadside+Picnic&qid=1691878662&s=books&sprefix=roadside+picnic%2Cstripbooks%2C58&sr=1-1","2023-08-13 19:42:13"
"pjk5k6ewlo1kcp66ow2ky5aw","Once Upon a Time in Hollywood","Quentin Tarantino",4,"2021-06-28","","","1398706132","9781398706132","https://m.media-amazon.com/images/I/816IcAVAkIL.jpg",,"Quentin Tarantino's long-awaited first work of fiction - at once hilarious, delicious, and brutal - is the always surprising, sometimes shocking new novel based on his Academy Award-winning film. RICK DALTON - Once he had his own TV series, but now Rick's a washed-up villain-of-the week drowning his sorrows in whiskey sours. Will a phone call from Rome save his fate or seal it? CLIFF BOOTH - Rick's stunt double, and the most infamous man on any movie set because he's the only one there who might have gotten away with murder . . . SHARON TATE - She left Texas to chase a movie-star dream, and found it. Sharon's salad days are now spent on Cielo Drive, high in the Hollywood Hills. CHARLES MANSON - The ex-con's got a bunch of zonked-out hippies thinking he's their spiritual leader, but he'd trade it all to be a rock 'n' roll star. HOLLYWOOD 1969 - YOU SHOULDA BEEN THERE",416,"2021-06-29","W&N","https://www.amazon.co.uk/Once-Upon-Time-Hollywood-Tarantino/dp/1398706132/ref=sr_1_1?crid=2H7BJKHPE3C5C&keywords=Once+Upon+a+Time+in+Hollywood&qid=1691878698&s=books&sprefix=once+upon+a+time+in+hollywood%2Cstripbooks%2C54&sr=1-1","2023-08-13 19:42:19"
"as4i4jimqwv45ci881i4ymu1","Stories of Your Life and Others","Ted Chiang",4.5,"2021-03-31","","","1529039436","9781529039436","https://m.media-amazon.com/images/I/91rli1QFQ8L.jpg",,"Includes 'Story of Your Life' the basis for the major motion picture Arrival, starring Amy Adams, Forest Whitaker, Jeremy Renner, and directed by Denis Villeneuve.With his masterful first collection, multiple-award-winning author Ted Chiang deftly blends human emotion and scientific rationalism in eight remarkably diverse stories, all told in his trademark precise and evocative prose. From a soaring Babylonian tower that connects a flat Earth with the firmament above, to a world where angelic visitations are a wondrous and terrifying part of everyday life; from a neural modification that eliminates the appeal of physical beauty, to an alien language that challenges our very perception of time and reality. . . Chiang's rigorously imagined fantasia invites us to question our understanding of the universe and our place in it.",352,"2020-06-11","Picador","https://www.amazon.co.uk/Stories-Your-Life-Others-Chiang/dp/1529039436/ref=sr_1_1?crid=1PZJXIJZ4JQY1&keywords=stories+of+your+life+and+others+ted+chiang&qid=1691878749&s=books&sprefix=Stories+of+Your+Life+and+Others%2Cstripbooks%2C58&sr=1-1","2023-08-13 19:42:25"
"f77k5m4kqei0mgv395w8ztwm","Rendezvous with Rama","Arthur C. Clarke",4,"2021-01-02","","","0575077336","9780575077331","https://m.media-amazon.com/images/I/71-pm3+SNsL.jpg",,"Rama is a vast alien spacecraft that enters the Solar System, A perfect cylinder some fifty kilometres long, spinning rapidly, racing through space, Rama is a technological marvel, a mysterious and deeply enigmatic alien artifact. It is Mankind's first visitor from the stars and must be investigated . . .",256,"2006-04-13","Gateway","https://www.amazon.co.uk/Rendezvous-Rama-S-F-Masterworks-S/dp/0575077336/ref=sr_1_1?crid=6G6UVWUP3XMG&keywords=rendezvous+with+rama&qid=1691878791&s=books&sprefix=Rendezvous+with+Rama%2Cstripbooks%2C55&sr=1-1","2023-08-13 19:42:30"
"o21fdqw7hu23whtvbexy1r0f","A History of Modern Britain","Andrew Marr",4,"2020-07-19","","","1509839666","9781509839667","https://m.media-amazon.com/images/I/71ALukXJAVL.jpg",,"This engaging volume tells the story of how the great political visions and idealisms of Victorian Britain came to be defeated by a culture of consumerism, celebrity, and self-gratification. It explains how in each decade, political leaders found themselves confounded by the British people, who always turned out to be harder to herd than predicted. Historically Britain has been a country on the edge--first of invasion, then of bankruptcy, then on the vulnerable front line of the Cold War, and later in the forefront of the great opening up of capital and migration. This history follows all the political and economic stories of the modern era as well as with such social trends as comedy, cars, the war against homosexuals, oil-men and punks, Margaret Thatcher's wonderful good luck, political lies, and the true heroes of British theater.",704,"2017-04-06","Pan","https://www.amazon.co.uk/History-Modern-Britain-Andrew-Marr/dp/1509839666/ref=sr_1_1?crid=1WYCMBIUMWN21&keywords=a+history+of+modern+britain&qid=1691878828&s=books&sprefix=A+History+of+Modern+Britain%2Cstripbooks%2C60&sr=1-1","2023-08-13 19:42:36"
"oz4axo9bjh75590xeogdvqwj","how Britain made the modern world","Niall Ferguson",4.5,"2020-07-12","","",,"9780141975542","https://www.psbooks.co.uk/media/catalog/product/2/8/288760_2233f85070628bb271dac76c78bc5813.jpg?quality=80&fit=&bounds=&height=&width=",,,422,,"Penguin","https://www.psbooks.co.uk/empire-new-9780141975542-1","2023-08-13 19:42:39"
"qhue3w0hoib9vumttx4brqyk","The Making of Modern Britain","Andrew Marr",4,"2020-06-15","","","0330510991","9780330510998","https://m.media-amazon.com/images/I/718ttFbNkvL.jpg","From Queen Victoria to VE Day","In The Making of Modern Britain, Andrew Marr paints a fascinating portrait of life in Britain during the first half of the twentieth century as the country recovered from the grand wreckage of the British Empire. Between the death of Queen Victoria and the end of the Second World War, the nation was shaken by war and peace. The two wars were the worst we had ever known and the episodes of peace among the most turbulent and surprising. As the political forum moved from Edwardian smoking rooms to an increasingly democratic Westminster, the people of Britain experimented with extreme ideas as they struggled to answer the question â€˜How should we live?â€™ Socialism? Fascism? Feminism? Meanwhile, fads such as eugenics, vegetarianism and nudism were gripping the nation, while the popularity of the music hall soared. It was also a time that witnessed the birth of the media as we know it today and the beginnings of the welfare state. Beyond trenches, flappers and Spitfires, this is a story of strange cults and economic madness, of revolutionaries and heroic inventors, sexual experiments and raucous stage heroines. From organic food to drugs, nightclubs and celebrities to package holidays, crooked bankers to sleazy politicians, the echoes of today's Britain ring from almost every page.",464,"2010-07-09","Pan","https://www.amazon.co.uk/Making-Modern-Britain-Queen-Victoria/dp/0330510991/ref=sr_1_1?crid=2J30204K43PHA&keywords=the+making+of+modern+britain&qid=1691881173&s=books&sprefix=The+Making+of+Modern+Britain%2Cstripbooks%2C132&sr=1-1","2023-08-13 19:42:44"
"cyul4fjjs1u38getyql81358","The Left Hand of Darkness","Ursula K. Le Guin",4.5,"2020-02-18","","","1473221625","9781473221628","https://m.media-amazon.com/images/I/81zfL1XTAML.jpg",,"Genly Ai is an ethnologist observing the people of the planet Gethen, a world perpetually in winter. The people there are androgynous, normally neuter, but they can become male ot female at the peak of their sexual cycle. They seem to Genly Ai alien, unsophisticated and confusing. But he is drawn into the complex politics of the planet and, during a long, tortuous journey across the ice with a politician who has fallen from favour and has been outcast, he loses his professional detachment and reaches a painful understanding of the true nature of Gethenians and, in a moving and memorable sequence, even finds love...",336,"2017-04-13","Gollancz","https://www.amazon.co.uk/Left-Hand-Darkness-S-F-MASTERWORKS/dp/1473221625/ref=sr_1_1?crid=G4NO30AP63CD&keywords=the+left+hand+of+darkness+ursula+le+guin&qid=1691881221&s=books&sprefix=The+Left+Hand+of+Darkness%2Cstripbooks%2C68&sr=1-1","2023-08-13 19:42:51"
"nmnf7eqeetq5rgbcd93552ms","Extraordinary Canadians: Marshall McLuhan","Douglas Coupland",3,"2019-12-07","","","0143170902","9780143170907","https://m.media-amazon.com/images/I/41znS2oBIDL.jpg",,"Who better than Douglas Coupland, a true child of Marshall McLuhan, to interpret the life and work of the communications guru? As novelist, sculptor, visual artist, and theatre performer, Coupland has created a body of work that often embodies McLuhan’s famous aphorism, “The medium is the message.” While the importance of McLuhan’s theories cannot be overstated, his written works are more often cited than read. Nonetheless, his predictions have been borne out: in the early 1960s, McLuhan wrote that visual, individualistic print culture would be replaced by what he called “electronic interdependence,” creating a new “global village.” With his trademark humour and brilliance, Coupland reveals the prescience of McLuhan’s ideas, situating them in a startlingly current context.",0,"1657-01-01","Penguin Canada (September 03,2013)","https://www.amazon.co.uk/Extraordinary-Canadians-Marshall-Mcluhan/dp/0143170902","2023-08-13 19:42:56"
"m4ltm7xvvthbgba86hup4mqx","The Demolished Man","Alfred Bester",2,"2019-09-21","","","1857988221","9781857988222","https://m.media-amazon.com/images/I/817xemkgPiL.jpg",,"In the year 2301, guns are only museum pieces and benign telepaths sweep the minds of the populace to detect crimes before they happen. In 2301 murder is virtually impossible, but one man is about to change that ... Ben Reich, a psychopathic business magnate, has devised the ultimate scheme to eliminate the competition and destroy the order of his society. The Demolished Man is a masterpiece of imaginative suspense, set in a superbly imagined world in which everything has changed except the ancient instinct for murder.",256,"1999-07-08","Gateway","https://www.amazon.co.uk/Demolished-Man-S-F-MASTERWORKS/dp/1857988221/ref=sr_1_1?crid=352FKKSHSU6OA&keywords=the+demolished+man&qid=1691881334&s=books&sprefix=The+Demolished+Man%2Cstripbooks%2C57&sr=1-1","2023-08-13 19:43:02"
"t381o5j866jbk1iq0elhv3sn","Prisoner's Dilemma","William Poundstone",2.5,"2019-08-01","","","038541580X","9780385415804","https://m.media-amazon.com/images/I/91FHcYKytjL.jpg","John von Neumann, Game Theory, and the Puzzle of the Bomb","A masterful work of science writing that’s “both a fascinating biography of von Neumann, the Hungarian exile whose mathematical theories were building blocks for the A-bomb and the digital computer, and a brilliant social history of game theory and its role in the Cold War and nuclear arms race“ (San Francisco Chronicle). Should you watch public television without pledging?...Exceed the posted speed limit?...Hop a subway turnstile without paying? These questions illustrate the so-called “prisoner's dilemma“, a social puzzle that we all face every day. Though the answers may seem simple, their profound implications make the prisoner's dilemma one of the great unifying concepts of science. Watching players bluff in a poker game inspired John von Neumann—father of the modern computer and one of the sharpest minds of the century—to construct game theory, a mathematical study of conflict and deception. Game theory was readily embraced at the RAND Corporation, the archetypical think tank charged with formulating military strategy for the atomic age, and in 1950 two RAND scientists made a momentous discovery. Called the “prisoner's dilemma,“ it is a disturbing and mind-bending game where two or more people may betray the common good for individual gain. Introduced shortly after the Soviet Union acquired the atomic bomb, the prisoner's dilemma quickly became a popular allegory of the nuclear arms race. Intellectuals such as von Neumann and Bertrand Russell joined military and political leaders in rallying to the “preventive war“ movement, which advocated a nuclear first strike against the Soviet Union. Though the Truman administration rejected preventive war the United States entered into an arms race with the Soviets and game theory developed into a controversial tool of public policy—alternately accused of justifying arms races and touted as the only hope of preventing them. Prisoner's Dilemma is the incisive story of a revolutionary idea that has been hailed as a landmark of twentieth-century thought.",320,"1993-01-01","Anchor Books","https://www.amazon.co.uk/Prisoners-Dilemma-Neumann-Theory-Puzzle/dp/038541580X/ref=sr_1_1?crid=8WPIGHB7XJDF&keywords=prisoner%27s+dilemma+von+neumann&qid=1691881371&s=books&sprefix=Prisoner%27s+Dilemma%2Cstripbooks%2C58&sr=1-1","2023-08-13 19:43:07"
"mzjeumunfz5kqiyum2tgltxl","Songs of a Dead Dreamer and Grimscribe","Thomas Ligotti",2,"2019-03-08","","","0143107763","9780143107767","https://m.media-amazon.com/images/I/91LLeZmf4HL.jpg",,"Songs of a dead dreamer was first published in the Unites States of America by Silver Scarab Press in 1986. Grimscribe was first published in Great Britain by Robinson Publishing and in the United States by Carroll & Graf in 1991.",464,"2015-10-06","Penguin Publishing Group","https://www.amazon.co.uk/Songs-Dreamer-Grimscribe-Penguin-Classics/dp/0143107763/ref=sr_1_1?crid=3DLAYY3H31F7U&keywords=Songs+of+a+Dead+Dreamer+and+Grimscribe&qid=1691881409&s=books&sprefix=songs+of+a+dead+dreamer+and+grimscribe%2Cstripbooks%2C60&sr=1-1","2023-08-13 19:43:13"
"z8yx46aet9wu9qlzogfc1zu0","Life 3. 0","Max Tegmark",3.5,"2019-02-06","","","9780141981802","9780141981802","https://m.media-amazon.com/images/I/81stAN0dMBL.jpg","Being Human in the Age of Artificial Intelligence","We stand at the beginning of a new era. What was once science fiction is fast becoming reality, as AI transforms war, crime, justice, jobs and society-and, even, our very sense of what it means to be human. More than any other technology, AI has the potential to revolutionize our collective future - and there's nobody better situated to explore that future than Max Tegmark, an MIT professor and co-founder of the Future of Life Institute, whose work has helped mainstream research on how to keep AI beneficial. In this deeply researched and vitally important new book, Tegmark takes us to the heart of thinking about AI and the human condition, bringing us face to face with the essential questions of our time. What sort of future do we want? Life 3.0gives us the tools to join what may be the most important conversation of our time.",384,"2018-07-05","Penguin","https://www.amazon.co.uk/Life-3-0-Being-Artificial-Intelligence/dp/0141981806/ref=sr_1_1?crid=TY3XUE1103VB&keywords=life+3.0&qid=1691881449&s=books&sprefix=Life+3.0%2Cstripbooks%2C53&sr=1-1","2023-08-13 19:43:19"
"i699nnnnh6xbqh2mc59m9fkl","The State of the Art","Iain Banks",4,"2018-12-11","","","1857230302","9781857230307","https://m.media-amazon.com/images/I/61wKUZXkADL.jpg",,"BANKS/STATE OF THE ART",216,"1993-05-27","Orbit","https://www.amazon.co.uk/State-Art-Iain-M-Banks/dp/1857230302/ref=sr_1_1?crid=321H5V4ANO5M0&keywords=the+state+of+the+art&qid=1691881490&s=books&sprefix=The+State+of+the+Art%2Cstripbooks%2C61&sr=1-1","2023-08-13 19:43:24"
"vlttu7f744i1ohwa24kklll6","World War Z: An Oral History of the Zombie War","Max Brooks",4,"2022-05-09","","","0715653733","9780715653739","https://m.media-amazon.com/images/I/61YPJDcdVLL.jpg",,,334,"2019-04-18","Duckworth","https://www.amazon.co.uk/World-War-Oral-History-Zombie-dp-0715653733/dp/0715653733/ref=dp_ob_title_bk","2023-08-13 19:43:30"
"ott8exat63lj9rqxvyyq5a60","The History of Magic","Chris Gosden","","","2023-08-10","","0241979668","9780241979662","https://m.media-amazon.com/images/I/81QiMYqDfiL.jpg","From Alchemy to Witchcraft, from the Ice Age to the Present","A Telegraph Book of the Year A remarkable, unprecedented account of the role of magic in cultures both ancient and modern -- from the first known horoscope to the power of tattoos. 'Fascinating, original, excellent' Simon Sebag Montefiore ______________________ Three great strands of practice and belief run through human history: science, religion and magic. But magic - the idea that we have a connection with the universe - has developed a bad reputation. It has been with us for millennia - from the curses and charms of ancient Greek, Roman and Jewish magic, to the shamanistic traditions of Eurasia, indigenous America and Africa, and even quantum physics today. Even today seventy-five per cent of the Western world holds some belief in magic, whether snapping wishbones, buying lottery tickets or giving names to inanimate objects. Drawing on his decades of research, with incredible breadth and authority, Professor Chris Gosden provides a timely history of human thought and the role it has played in shaping civilization, and how we might use magic to rethink our understanding of the world. ______________________ 'This is an extraordinary work of learning, written with an exhilarating lightness of touch . . . It is essential reading.' Francis Pryor, author of Britain BC, Britain AD and The Fens 'Without an unfascinating page' Scotsman 'Chris Gosden shows how magic explores the connections between human beings and the universe in ways different from religion or science, yet deserving of respect' Professor John Barton, author of A History of The Bible",512,"2021-05-20","Penguin","https://www.amazon.co.uk/History-Magic-Alchemy-Witchcraft-Present/dp/0241979668/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=","2023-08-13 19:43:35"
